appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
330720,Flashpoint Campaigns: Red Storm Player's Edition,2014-11-21,1,On Target Simulations,Slitherine Ltd.,windows,0,Single-player;Multi-player,Strategy,Strategy;Wargame;Cold War,0,117,11,0,0,0-20000,36.99
317280,Solstice,2016-03-23,1,MoaCube,MoaCube,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,Indie;Adventure;RPG,18,114,32,0,0,50000-100000,14.99
765790,Legend of Long Night,2018-04-17,1,Joyo Games,Joyo Games,windows,0,Single-player;Multi-player;Online Multi-Player,Adventure;Massively Multiplayer;Strategy;Early Access,Early Access;Strategy;Adventure,17,2,2,0,0,0-20000,0.0
862120,Deconstructor,2018-06-01,1,For Kids,For Kids,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,357,1,13,0,0,0-20000,1.69
451650,Whirligig VR Media Player,2016-04-03,1,Philip Day,Philip Day,windows,0,VR Support;Partial Controller Support,Utilities;Video Production;Early Access,Early Access;Video Production;Utilities,0,244,64,0,0,20000-50000,2.79
533360,Zia and the goddesses of magic,2016-09-26,1,OrionSoft,OrionSoft,windows,0,Single-player;Partial Controller Support,Adventure;Indie;RPG,Adventure;RPG;Indie,0,5,2,0,0,0-20000,2.09
339040,Disney's Chicken Little,2015-02-24,1,Avalanche Software,Disney Interactive,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure,Adventure;Action;Anime,0,111,21,0,0,0-20000,7.19
871100,Animyst,2018-07-02,1,Animyst Games,Animyst Games,windows;mac,0,Multi-player;Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer,Indie,Indie;Free to Play;PvP,0,39,5,0,0,0-20000,0.0
223430,Miner Wars 2081,2012-11-28,1,Keen Software House,Keen Software House,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Captions available;Partial Controller Support;Stats,Action;Adventure;Indie;RPG;Simulation,Action;RPG;Adventure,12,110,212,0,0,50000-100000,3.99
578620,GORN,2017-07-10,1,Free Lives,Devolver Digital,windows,0,Single-player;SteamVR Collectibles,Action;Indie;Early Access,Early Access;Violent;VR,0,3357,124,394,563,100000-200000,14.99
324390,The Body Changer,2015-10-15,1,TheShortAndTheTall,TheShortAndTheTall,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,Adventure;Indie;Action,45,41,10,0,0,0-20000,7.99
631570,Whispers of a Machine,2019-04-17,1,Clifftop Games;Faravid Interactive,Raw Fury,windows;mac,0,Single-player;Steam Achievements,Adventure,Adventure;Point & Click;Sci-fi,25,76,4,0,0,0-20000,11.39
548220,Paladin,2017-03-21,1,Pumpkin Games,Pumpkin Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie,20,4,1,0,0,0-20000,4.99
849320,Tank Rush,2018-06-05,1,13-lab,13-lab;azimut team,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,3,9,38,0,0,20000-50000,0.79
871140,Great Old One - Arrival,2018-12-03,1,Mahjong Knight,Mahjong Knight,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;Indie;RPG,Action;RPG;Indie,16,6,4,0,0,0-20000,6.19
785030,Little Adventurer III,2018-02-01,1,hubiao,hubiao,windows,0,Single-player,Casual;Indie,Casual;Indie,0,12,34,0,0,20000-50000,1.69
778110,Bladeline VR,2018-11-12,1,AIXLAB,AIXLAB,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;VR,8,10,5,0,0,0-20000,9.29
453500,Frio - Lost in old town,2018-02-05,1,zoocros,zoocros,windows,0,Single-player,Gore;Adventure;Indie,Adventure;Indie;Gore,9,26,10,0,0,0-20000,2.09
205730,Insanely Twisted Shadow Planet,2012-04-17,1,Shadow Planet Productions,Microsoft Studios,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,Metroidvania;Adventure;Indie,17,547,83,275,275,200000-500000,11.99
676850,Guardian,2017-09-08,1,Exodus Software,Exodus Software,windows;linux,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Adventure;Indie,18,7,2,0,0,0-20000,3.99
722540,Banana Town,2017-10-06,1,Joseph MacDonald,Joseph MacDonald,windows,0,Online Multi-Player,Casual;Simulation;Early Access,Early Access;Casual;Simulation,0,9,7,0,0,0-20000,3.99
703360,Stickman Annihilation 2,2018-02-13,1,Hype ProductionZ,Hype ProductionZ,windows,0,Single-player;Partial Controller Support,Action;Casual;Indie;Simulation,Indie;Action;Casual,0,3,2,0,0,0-20000,1.69
717820,Boom Island,2017-10-16,1,Caden Goodwin,csgood,windows,0,Single-player;Steam Achievements;Partial Controller Support;Includes level editor,Action;Indie,Action;Indie;FPS,1,17,10,0,0,0-20000,0.79
268970,You Are Not The Hero,2015-06-02,1,ToMorning Productions,ToMorning Productions,windows,0,Single-player;Steam Achievements;Captions available;Partial Controller Support,Adventure;Indie;RPG;Early Access,Early Access;RPG;Adventure,7,10,13,0,0,0-20000,10.99
995480,Super president How to rule the country,2019-02-27,1,Ruskija game experience,Tero Lunkka,windows,0,Single-player;Steam Achievements,Adventure;Indie,Indie;Adventure,6,3,3,0,0,0-20000,0.79
1013410,REDVIIL,2019-03-12,1,BURRIK,BURRIK,windows,0,Single-player,Action;Adventure;Indie;RPG;Early Access,Early Access;RPG;Action,0,22,13,0,0,0-20000,4.79
735570,Project Rhombus,2017-12-07,1,SEROSOO,PsychoFlux Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Casual;Free to Play;Indie,Free to Play;Indie;Rhythm,4,809,64,3,3,50000-100000,0.0
265000,FORCED SHOWDOWN,2016-03-29,1,BetaDwarf,BetaDwarf,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;RPG;Strategy,Indie;Action;RPG,81,478,77,822,822,50000-100000,14.99
525760,Awesome Obstacle Challenge,2016-09-22,1,VRoximity LLC,VRoximity LLC,windows,0,Single-player;Steam Leaderboards,Action;Indie;Racing;Sports;Early Access,Early Access;Action;Racing,0,8,2,0,0,0-20000,5.59
964050,"Turn the mirror, please.",2018-12-01,1,Sunrise9,Sunrise9,windows,0,Single-player,Casual;Indie,Indie;Casual,0,1,2,0,0,0-20000,0.79
319850,Bridge Constructor Medieval,2014-09-15,1,ClockStone,Headup Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Casual;Indie;Simulation,Casual;Simulation;Indie,14,292,61,48,48,50000-100000,6.99
696370,BROKE PROTOCOL: Online City RPG,2017-08-26,1,Cylinder Studios,Cylinder Studios,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Cross-Platform Multiplayer;Steam Trading Cards;Steam Workshop;Includes level editor,Action;Casual;Indie;Massively Multiplayer;RPG;Simulation;Early Access,Early Access;Simulation;Action,0,919,534,463,427,500000-1000000,3.99
315610,Spud's Quest,2014-07-31,1,Mouldy Toof Studios,Clickteam,windows,0,Single-player,Action;Adventure;Indie,Adventure;Indie;Action,0,22,6,0,0,0-20000,5.59
32460,Monkey Island™ 2 Special Edition: LeChuck’s Revenge™,2010-07-07,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure,Adventure;Point & Click;Comedy,12,1194,63,0,0,200000-500000,7.19
404590,Vikings - Wolves of Midgard,2017-03-24,1,Games Farm,Kalypso Media Digital,windows;mac;linux,18,Single-player;Online Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Nudity;Violent;Gore;Action;RPG,RPG;Hack and Slash;Action,39,1580,1172,230,230,100000-200000,22.99
330670,DiscStorm,2015-08-20,1,XMPT Games,XMPT Games,windows;mac;linux,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Indie,Action;Indie;Local Multiplayer,30,28,3,0,0,0-20000,8.99
733870,King of the Eggs,2018-02-14,1,Mr Alpaca Games,Mr Alpaca Games,windows,0,Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support,Casual;Indie,Indie;Casual;Action,0,4,2,0,0,0-20000,11.39
840100,Magic Scroll Tactics / マジックスクロールタクティクス / 魔法卷轴 / 魔法捲軸,2018-04-27,1,オートリ電子,オートリ電子;Gamera Game,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Indie;RPG;Strategy,RPG;Indie;Strategy,10,95,21,0,0,0-20000,9.29
630390,Safari Venture,2017-05-12,1,rokaplay,rokaplay,windows,0,Single-player,Casual,Casual,0,4,1,0,0,0-20000,6.19
770810,"Good Pizza, Great Pizza",2018-06-05,1,TapBlaze,TapBlaze,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Casual;Indie;Simulation;Early Access,Early Access;Simulation;Indie,52,70,10,0,0,0-20000,10.99
393150,The Dreamatorium of Dr. Magnus 2,2015-09-09,1,Two Desperados,Two Desperados,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Casual;Adventure;Hidden Object,15,53,21,193,193,20000-50000,5.59
858170,The Last Train,2018-10-10,1,Smash Game Studios,Smash Game Studios,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Adventure;Indie;RPG;Simulation;Strategy,Adventure;Indie;Strategy,32,6,9,0,0,0-20000,7.19
694950,Oure,2017-11-14,1,Heavy Spectrum Limited,Heavy Spectrum Limited,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Casual;Indie,Adventure;Casual;Indie,27,24,5,0,0,0-20000,14.99
273030,Pro Rugby Manager 2015,2014-09-18,1,Cyanide,505 Games,windows,0,Single-player;Steam Achievements;Captions available;Steam Cloud;Commentary available,Simulation;Sports;Strategy,Sports;Strategy;Simulation,19,32,122,15,15,20000-50000,6.99
553800,Lunar Stone - Origin of Blood,2016-11-18,1,Zenox Studio,"GQJoy Co.,Ltd",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Action;Adventure,Action;Adventure;Gore,9,26,16,0,0,0-20000,3.99
954070,Beat Boxers,2018-10-23,1,BYU Animation -  Class of 2018,Brigham Young University,windows,0,Multi-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,Action;Free to Play,Free to Play;Action;Fighting,0,38,23,0,0,20000-50000,0.0
798710,Voltage,2018-09-28,1,F-Games,JTS Development,windows,0,Single-player,Action;Adventure;Indie;Early Access,Early Access;Indie;Action,1,4,5,0,0,0-20000,8.9
860660,To Hell with Hell,2018-07-19,1,Lazurite Games,Deck13;WhisperGames,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Violent;Gore;Action;Indie;Early Access,Early Access;Action;Indie,46,39,11,0,0,0-20000,13.49
971680,Montaro RE,2018-11-23,1,JCKSLAP;Sherlerk;我師父的徒兒;Eazie,MBDL,windows,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual;Cute,8,323,14,0,0,0-20000,0.79
779430,Full Ace Tennis Simulator,2018-02-28,1,Galactic Gaming Guild,Whippering,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Partial Controller Support;Steam Cloud,Simulation;Sports,Tennis;Sports;Simulation,0,92,14,0,0,0-20000,19.49
783050,Bear With Me - Collector's Edition,2018-02-08,1,Exordium Games,Exordium Games,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie,Adventure;Indie;Point & Click,65,173,26,15,15,50000-100000,7.18
7200,Trackmania United Forever Star Edition,2008-04-16,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;Includes level editor,Racing,Racing;Multiplayer;Level Editor,0,963,55,4774,4774,100000-200000,25.99
783590,Age of Gladiators II: Rome,2018-08-21,1,Creative Storm Entertainment,Creative Storm Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG;Sports;Strategy,RPG;Indie;Strategy,45,65,26,0,0,0-20000,15.49
32150,Everyday Genius: SquareLogic,2009-10-21,1,TrueThought,TrueThought,windows,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Strategy,Casual;Puzzle;Indie,24,303,6,0,0,0-20000,3.99
657740,Ballistic Attack,2017-07-18,1,YarGri,YarGri,windows,0,Single-player;Steam Achievements,Casual;Indie;Strategy,Strategy;Indie;Casual,11,138,42,0,0,20000-50000,0.79
553470,Destination Ares,2017-09-22,1,Patrick Scott,Patrick Scott,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Includes level editor,Adventure;Indie;Simulation;Strategy,Indie;Simulation;Strategy,53,12,6,0,0,0-20000,16.99
995740,I`m Turkey,2019-01-04,1,LTrust,LTrust,windows,0,Single-player,Adventure;Casual;Indie;Simulation,Casual;Adventure;Indie,0,13,2,0,0,0-20000,0.79
979530,Endless Maneuver,2019-03-13,1,GGaming,GGaming,windows,0,Single-player;Steam Achievements,Adventure;Indie;Simulation,Indie;Simulation;Adventure,100,3,3,0,0,0-20000,0.79
982050,Caracoland,2018-12-14,1,Rodrigo Bezzi;Sabine Ludvik,Rosasoft,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Adventure,30,1,0,0,0,0-20000,3.99
336680,TREBUCHET,2015-07-30,1,iconical Ltd.,iconical Ltd.,windows;mac,0,Single-player;Multi-player,Casual;Indie;Sports;Strategy,Strategy;Indie;Casual,0,26,8,0,0,0-20000,4.79
911120,Yumori Forest,2018-09-14,1,terakorp,terakorp,windows,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Gore,21,9,0,0,0,0-20000,7.19
366970,Mighty Switch Force! Hyper Drive Edition,2015-06-25,1,WayForward,WayForward,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Great Soundtrack;Female Protagonist,14,209,14,214,214,0-20000,6.99
572020,Darwin's Demons,2017-02-13,1,Polymorphic Games,Polymorphic Games;University of Idaho,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;Simulation,Action;Indie;Simulation,24,25,3,0,0,0-20000,2.09
565670,Kunlun Fight,2016-12-16,1,"Touch Art Technology Co.,Ltd","Touch Art Technology Co.,Ltd",windows,0,Single-player,Action;Sports;Early Access,Early Access;Action;Sports,0,11,4,0,0,0-20000,14.99
580010,Mystery Case Files: The Black Veil Collector's Edition,2017-03-23,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,8,2,0,0,0-20000,6.99
791330,Fallen ~Makina and the City of Ruins~,2018-02-23,1,Another Story,Kagura Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;RPG,Sexual Content;Nudity;RPG,34,572,105,0,0,50000-100000,11.39
430240,Duplexer,2016-01-29,1,Vantage Games,Vantage Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Indie,Indie;Puzzle-Platformer;Puzzle,21,8,5,0,0,0-20000,2.09
468100,Aqua Moto Racing Utopia,2016-11-30,1,Zordix AB,Zordix AB,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie;Racing;Simulation;Sports,Sports;Racing;Action,17,55,18,0,0,0-20000,18.39
820900,Ceress and Orea,2018-04-20,1,Plueschkatze,Plueschkatze,windows,0,Single-player,Adventure;Indie,Indie;Adventure;Female Protagonist,11,56,6,0,0,0-20000,1.69
963330,Nya Nya Nya Girls (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ),2018-12-08,1,Zloy Krot Studio,Zloy Krot Studio,windows,0,Single-player;Steam Achievements,Casual;Indie,Nudity;Sexual Content;Indie,32,60,18,0,0,0-20000,0.79
444190,Princess Edge - Dragonstone,2016-05-19,1,erobotan,erobotan,windows,0,Single-player;Full controller support;Steam Trading Cards,Action;Indie,Action;Indie;Beat 'em up,0,22,4,0,0,0-20000,5.59
862130,Rainy Day Racer,2018-07-12,1,illegaldogs,illegaldogs,windows,0,Single-player;Full controller support;Steam Leaderboards,Racing,Racing;Indie,2,13,0,0,0,0-20000,2.89
393930,RoShamBo,2016-07-14,1,Blam! Games LLC,Blam! Games LLC,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;In-App Purchases,Action;Casual;Free to Play;Indie;RPG;Sports;Early Access,Early Access;Free to Play;Multiplayer,30,286,153,5,5,100000-200000,0.0
1032660,Romans from Mars (Free-to-Play),2019-03-19,1,Sidekick,Majesco,windows,0,Single-player;In-App Purchases,Action,Action,0,2,1,0,0,0-20000,0.0
563750,World Boxing Manager,2016-12-09,1,Aggroblakh,Aggroblakh,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Simulation;Sports;Strategy,Strategy;Sports;Simulation,25,55,37,0,0,0-20000,3.99
690710,HEIANKYO ALIEN / 平安京エイリアン,2017-10-13,1,"Mindware Co.,Ltd.","Mindware Co.,Ltd.",windows,0,Single-player;Multi-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie,Action;Indie;Arcade,20,19,1,0,0,0-20000,10.59
233270,Far Cry 3 - Blood Dragon,2013-05-01,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,FPS;1980s;Comedy,0,9282,1257,249,201,1000000-2000000,12.49
236730,Anomaly 2,2013-05-15,1,11 bit studios,11 bit studios,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Strategy;Indie;Action,65,511,121,87,115,200000-500000,11.49
740810,Pleasure Puzzle:Workshop,2018-10-31,1,一次元创作组,一次元创作组,windows,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Casual;Indie,Indie;Casual;Family Friendly,64,89,6,0,0,0-20000,1.69
860350,Trivia Vault: Fashion Trivia,2018-05-24,1,Ripknot Systems,Ripknot Systems,windows,0,Single-player;Steam Achievements,Action;Casual;Simulation,Casual;Action;Simulation,5000,11,5,0,0,0-20000,9.99
508390,Scrap Garden - The Day Before,2016-10-07,1,Egidijus Bachur;Alexey Davydov,Flazm,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Action;Adventure;Indie,Adventure;Action;Free to Play,21,600,193,45,45,100000-200000,0.0
351470,Sometimes: Success Requires Sacrifice,2015-02-27,1,NodziGames,NodziGames,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie;Strategy,Casual;Indie;Action,0,420,143,232,293,200000-500000,0.79
465060,EXZEAL,2016-07-14,1,TRIANGLE SERVICE,Degica,windows,0,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action,Action;Shoot 'Em Up;Arcade,16,7,0,0,0,0-20000,8.99
730760,Go! Go! Radio : 8-Bit Edition,2017-11-29,1,Bacq Stellan,OtakuMaker SARL,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,30,3,6,0,0,0-20000,0.99
57800,Doc Clock: The Toasted Sandwich of Time,2010-10-15,1,Stickmen Studios,Stickmen Studios,windows;mac,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Casual;Indie;Adventure,12,79,92,11,16,50000-100000,2.99
958230,AXE:SURVIVAL,2019-01-14,1,DCELL GAME STUDIO,DCELL GAME STUDIO,windows,12,Single-player;Steam Achievements,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Adventure,5,4,11,0,0,0-20000,7.19
268420,Aura Kingdom,2014-07-01,1,X-Legend,Aeria Games,windows,0,MMO;Steam Trading Cards,Adventure;Casual;Free to Play;Massively Multiplayer;RPG,Anime;Free to Play;MMORPG,0,5666,1533,485,92,2000000-5000000,0.0
570580,Zork Anthology,2017-04-18,1,Infocom,Activision,windows,0,Single-player,Adventure,Adventure;Classic;Text-Based,0,10,3,0,0,0-20000,4.79
649190,Blast Zone! Tournament,2019-02-28,1,Victory Lap Games,Victory Lap Games,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;In-App Purchases,Action;Casual;Indie;Sports,Action;Casual;Indie,45,256,260,0,0,20000-50000,15.49
12500,PuzzleQuest: Challenge of the Warlords,2008-01-29,1,Infinite Interactive,"D3Publisher of America, Inc.",windows,0,Single-player;Multi-player;Steam Cloud,Casual,Puzzle;Match 3;Casual,0,561,80,52,52,100000-200000,6.99
965480,Campfire Pro,2018-11-14,1,Campfire Technology LLC,Campfire Technology LLC,windows;mac,0,Steam Achievements;Steam Cloud,Utilities,Utilities,81,39,11,0,0,0-20000,32.99
679930,36 Fragments of Midnight,2017-08-07,1,Petite Games,Petite Games,windows;mac;linux,0,Single-player,Action;Adventure;Casual;Indie,Action;Adventure;Indie,0,4,7,0,0,0-20000,1.99
1052900,Assault of the Robots,2019-04-08,1,Horse Games,Horse Games,windows,0,Single-player,Action;Adventure;Casual;Indie;Simulation,Action;Casual;Indie,0,1,0,0,0,0-20000,1.69
876180,Skyscrapers Puzzle: Airi's tale,2018-06-28,1,Davide Andrian,Davide Andrian,windows,0,Single-player;Steam Achievements,Indie,Indie;Puzzle;Visual Novel,11,8,0,0,0,0-20000,2.89
877190,Flamebound,2018-06-27,1,OneShark,OneShark,windows,0,Single-player,Adventure;Casual;Indie;RPG,Adventure;Indie;Casual,15,30,7,0,0,0-20000,2.09
342380,Sakura Angels,2015-01-16,1,Winged Cloud,Winged Cloud,windows;mac;linux,0,Single-player;Steam Trading Cards,Sexual Content;Nudity;Casual;Indie,Nudity;Anime;Mature,0,1759,307,688,1147,200000-500000,6.99
619870,Omegaland,2017-07-12,1,Jonas Kyratzes,Jonas Kyratzes,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Platformer,52,53,5,0,0,0-20000,1.99
1024250,Firon,2019-03-01,1,F8tality games,F8tality games,windows,0,Single-player,Adventure;RPG,Adventure;RPG,0,1,1,0,0,0-20000,0.0
225840,Sven Co-op,2016-01-22,1,Sven Co-op Team,Sven Co-op Team,windows,18,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Partial Controller Support;Steam Cloud,Action;Casual;Free to Play;Indie,Free to Play;Multiplayer;Co-op,0,12211,1173,407,56,2000000-5000000,0.0
240320,Panzar,2013-11-25,1,Panzar Studio,OVALIS INVESTMENTS LIMITED,windows,0,Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Trading Cards;Partial Controller Support,Action;Free to Play;Massively Multiplayer;RPG,Free to Play;Action;Multiplayer,0,2987,1609,2218,1617,1000000-2000000,0.0
942020,Grimm & Tonic,2018-10-04,1,Spritewrench,Spritewrench,windows;mac,0,Single-player,Adventure;Indie;RPG;Simulation;Early Access,Early Access;Indie;RPG,0,11,6,0,0,0-20000,7.19
962270,Time Virus,2018-11-07,1,BC.W,BC.W,windows,0,Single-player,Adventure;Indie,Indie;Adventure,0,1,0,0,0,0-20000,0.79
383670,Deadlands Noir - That Old Time Religion,2015-07-03,1,"SmiteWorks USA, LLC","SmiteWorks USA, LLC",windows;mac;linux,0,Single-player,Casual;Indie,Indie;Casual;Visual Novel,14,26,9,0,0,0-20000,1.69
32360,The Secret of Monkey Island: Special Edition,2009-07-15,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,windows,0,Single-player;Full controller support;Steam Cloud,Adventure,Point & Click;Adventure;Comedy,0,2156,115,58,94,500000-1000000,7.19
525640,Bullets And More VR - BAM VR,2018-04-02,1,Koenigz,Koenigz,windows,0,Single-player;Online Multi-Player;Steam Workshop;Includes level editor,Action;Indie,Action;Indie;VR,0,438,49,0,0,20000-50000,7.19
221830,The Book of Unwritten Tales: The Critter Chronicles,2012-12-05,1,KING Art,THQ Nordic,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Adventure;Point & Click;Fantasy,34,266,50,0,0,100000-200000,17.99
654840,I Want Toilet!!!!!!,2017-08-11,1,JunkGameStudio,JunkGameStudio,windows,0,Single-player,Violent;Gore;Casual;Indie;Simulation;Sports,Casual;Sports;Gore,0,6,6,0,0,0-20000,2.79
345750,Idol Hands,2015-02-18,1,Pocket Games;Fluid Games;GodSpeed Games,Green Man Gaming Publishing,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards,Simulation;Strategy,Strategy;Simulation;Sandbox,20,55,65,317,317,20000-50000,3.99
423900,Dinocide,2016-01-21,1,AtomicTorch Studio,AtomicTorch Studio,windows;mac;linux,0,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie;RPG,Action;Indie;Platformer,0,98,90,0,0,50000-100000,6.99
539460,Puzzle Cube,2016-10-11,1,ThinkOfGames,ThinkOfGames,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Casual;Indie;Puzzle,10,24,3,210,228,20000-50000,1.99
362380,Push Me Pull You,2016-07-14,1,House House,House House,windows;mac;linux,0,Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie;Sports,Sports;Indie;Action,11,21,3,0,0,0-20000,10.99
548890,Alone in the Dark 2,2016-12-13,1,Infogrames,THQ Nordic,windows,0,Single-player,Action;Adventure,Adventure;Action;Horror,0,15,4,0,0,0-20000,10.99
912190,Hentai IQ Puzzle,2018-09-08,1,AFBIK Studio,AFBIK Studio,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Sexual Content;Nudity;Casual,50,27,1,0,0,0-20000,0.79
425860,Vector Assault,2015-12-10,1,Wizbyte Games,Strategy First,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,35,5,4,0,0,0-20000,3.99
670020,Solar System Journey VR,2017-07-24,1,Amusitronix,Amusitronix,windows,0,Single-player;Partial Controller Support,Action;Casual;Simulation,Action;Casual;Simulation,0,1,1,0,0,0-20000,1.59
777430,Virtual Boxing League,2018-03-15,1,Spellbook,www.Spellbook.com,windows,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Simulation;Sports;Early Access,Early Access;Simulation;Sports,296,20,6,0,0,0-20000,15.49
399130,Massive Cleavage vs Zombies: Awesome Edition,2016-07-08,1,Awesome Enterprises,Awesome Enterprises,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Action;Casual;Indie,Gore;Action;Indie,10,77,84,964,964,0-20000,2.09
318440,Cubesis,2014-08-22,1,Wonderful Tree Studio,Wastelands Interactive,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,Strategy;Indie;Casual,8,23,20,0,0,0-20000,3.99
